study_hours_per_day,prep_days_before_exam,attendance_percentage,internal_marks,internal_marks_weight,subject_difficulty,study_material_source,past_performance,self_study_or_coaching,motivation_level,doubt_resolution_time,exam_anxiety_level,final_exam_marks
5.58,37.0,73.75,49.52,0.33,3.0,YouTube,42.7,Group study,3.0,9.48,3.0,53.6
0.0,13.0,97.99,70.11,0.63,2.0,Coaching,51.43,Self-study,5.0,2.53,3.0,55.6
3.38,20.0,86.88,68.22,0.22,4.0,Textbooks,61.53,Self-study,4.0,,2.0,51.7
2.21,19.0,92.47,51.06,0.91,3.0,Textbooks,46.7,Coaching,5.0,7.3,4.0,58.7
4.26,25.0,95.36,86.42,0.4,2.0,Textbooks,42.57,Self-study,3.0,4.85,3.0,54.9
4.67,28.0,,64.22,,4.0,Notes,67.39,Self-study,4.0,7.66,3.0,57.7
3.19,46.0,87.98,64.59,0.79,4.0,YouTube,55.38,Coaching,3.0,6.09,3.0,66.4
4.19,7.0,78.24,97.94,0.74,4.0,Textbooks,,Coaching,3.0,12.08,2.0,68.9
4.45,25.0,78.38,100.0,0.49,1.0,YouTube,86.7,Group study,4.0,3.56,3.0,74.5
1.67,14.0,88.78,58.36,0.2,2.0,YouTube,61.25,Self-study,1.0,5.62,4.0,39.8
3.53,23.0,95.74,53.29,0.22,3.0,Textbooks,76.76,Coaching,3.0,0.0,2.0,62.1
5.05,26.0,100.0,85.27,0.39,2.0,Notes,73.2,Self-study,4.0,7.2,1.0,67.3
2.56,19.0,97.07,57.02,0.75,4.0,Textbooks,81.22,Self-study,,3.42,2.0,70.1
2.55,25.0,87.83,87.46,0.19,3.0,Coaching,68.91,Coaching,3.0,7.15,5.0,40.0
6.75,25.0,84.66,69.22,0.79,2.0,YouTube,62.28,Coaching,3.0,5.32,3.0,69.8
4.25,20.0,77.31,71.46,0.14,5.0,Textbooks,64.35,Self-study,2.0,6.61,2.0,33.8
2.96,6.0,86.54,68.05,0.4,5.0,,,Group study,3.0,1.78,4.0,41.7
3.53,40.0,73.41,71.75,0.47,3.0,YouTube,53.24,Self-study,5.0,4.72,2.0,68.9
1.56,28.0,65.99,61.47,0.54,1.0,YouTube,87.73,Self-study,4.0,5.27,1.0,64.2
0.84,10.0,92.65,,0.23,3.0,Coaching,81.6,Self-study,3.0,6.48,5.0,40.6
1.75,23.0,84.44,77.5,0.99,5.0,YouTube,52.4,Coaching,1.0,9.04,3.0,62.4
2.14,2.0,82.25,73.19,0.8,3.0,Textbooks,77.1,Coaching,2.0,5.46,3.0,58.9
0.0,25.0,71.3,,0.45,2.0,Coaching,47.23,Group study,,2.58,2.0,38.8
2.26,20.0,82.11,58.35,0.14,5.0,,72.72,Coaching,4.0,4.33,3.0,26.7
2.53,10.0,80.08,73.49,0.28,4.0,Textbooks,83.05,Self-study,2.0,7.15,3.0,44.4
2.58,26.0,100.0,69.05,0.57,5.0,Textbooks,67.09,Coaching,4.0,2.43,3.0,60.7
4.05,20.0,100.0,94.76,0.33,1.0,Notes,60.4,Group study,3.0,9.46,2.0,60.7
3.72,21.0,76.17,72.64,0.25,5.0,,67.64,Self-study,2.0,0.0,3.0,30.3
4.22,6.0,,77.1,0.66,4.0,Coaching,73.56,Self-study,3.0,3.67,3.0,56.7
2.06,9.0,88.57,62.82,0.34,3.0,Textbooks,,Group study,1.0,7.55,4.0,39.4
2.95,24.0,81.68,62.28,0.85,3.0,Textbooks,71.65,Self-study,,2.98,2.0,49.1
4.73,24.0,96.75,,0.55,2.0,Notes,65.03,Self-study,2.0,3.71,4.0,64.1
1.42,22.0,69.27,90.51,0.66,1.0,Coaching,80.61,Group study,3.0,5.62,3.0,69.4
4.47,3.0,64.88,73.46,0.8,2.0,Notes,49.65,Coaching,3.0,3.19,4.0,55.8
2.63,22.0,64.53,49.78,0.68,3.0,YouTube,66.48,Coaching,4.0,6.59,2.0,46.9
2.78,40.0,85.69,78.24,0.48,3.0,Coaching,56.6,Group study,3.0,3.87,1.0,71.5
5.35,0.0,76.09,47.19,0.54,1.0,Coaching,,Group study,2.0,3.97,,45.1
3.81,23.0,93.01,62.01,0.7,3.0,Coaching,81.39,Self-study,3.0,5.27,4.0,69.1
1.71,34.0,82.73,58.57,0.67,,Textbooks,70.78,Group study,4.0,4.49,2.0,63.1
3.45,29.0,74.69,63.42,0.24,3.0,Textbooks,57.04,Self-study,5.0,4.86,4.0,53.4
5.0,22.0,84.72,77.3,0.53,4.0,Textbooks,68.27,Self-study,4.0,4.26,4.0,71.6
3.75,16.0,70.96,84.72,0.41,3.0,YouTube,73.65,Group study,3.0,,5.0,49.6
4.44,21.0,81.62,49.14,0.65,4.0,Coaching,67.5,Self-study,3.0,3.42,2.0,54.1
1.35,31.0,91.45,65.35,0.23,3.0,Textbooks,61.85,Coaching,5.0,3.19,3.0,45.8
3.64,17.0,,82.21,0.13,3.0,,68.24,Self-study,2.0,7.42,3.0,46.7
0.7,27.0,79.96,55.95,0.72,3.0,Coaching,68.08,Group study,5.0,10.54,1.0,57.1
2.95,11.0,100.0,90.69,0.1,4.0,Textbooks,75.68,Coaching,3.0,7.2,3.0,36.5
2.28,7.0,87.77,64.38,0.75,3.0,Textbooks,58.94,Self-study,4.0,3.82,1.0,59.0
2.96,15.0,82.13,56.08,0.64,1.0,Notes,49.02,Coaching,4.0,6.52,4.0,55.5
0.39,26.0,89.34,64.74,0.9,4.0,Coaching,67.59,Self-study,4.0,0.36,2.0,48.0
2.46,26.0,80.29,67.11,0.39,2.0,YouTube,67.01,Self-study,4.0,9.49,1.0,54.8
5.8,24.0,76.82,74.47,0.21,2.0,YouTube,63.95,Group study,4.0,5.47,,59.5
3.17,2.0,83.45,85.97,0.49,3.0,Coaching,72.77,Self-study,3.0,1.79,5.0,52.8
5.48,14.0,87.03,,0.36,3.0,Textbooks,59.07,Group study,2.0,0.0,2.0,54.0
2.05,16.0,80.6,71.1,0.46,2.0,Textbooks,66.12,Self-study,5.0,4.68,2.0,57.9
5.35,14.0,81.68,62.57,0.4,3.0,YouTube,66.86,Self-study,3.0,7.78,3.0,46.0
2.03,27.0,77.35,59.21,0.36,4.0,Textbooks,61.34,Group study,2.0,6.63,2.0,46.1
2.71,15.0,100.0,82.19,0.45,4.0,YouTube,77.3,Coaching,4.0,6.97,4.0,61.4
3.86,18.0,96.88,71.7,0.72,2.0,Notes,64.05,Coaching,3.0,4.13,2.0,76.2
2.78,33.0,83.38,69.76,0.59,3.0,Coaching,62.13,Self-study,1.0,4.15,2.0,54.5
1.42,11.0,77.9,56.19,0.41,2.0,Notes,45.54,Self-study,2.0,6.68,4.0,45.5
2.91,,76.01,78.27,0.13,2.0,Notes,66.83,Self-study,3.0,0.32,1.0,50.5
2.82,12.0,78.24,60.51,0.65,2.0,Textbooks,48.96,Self-study,3.0,8.29,3.0,52.7
5.72,12.0,83.9,90.31,0.26,3.0,Notes,63.4,Self-study,4.0,5.96,3.0,45.6
0.0,30.0,,71.37,0.69,5.0,Textbooks,45.89,Group study,3.0,0.0,2.0,61.2
4.27,12.0,79.55,38.81,0.56,,Textbooks,67.74,Self-study,4.0,8.06,3.0,50.0
2.83,29.0,98.57,89.49,0.4,5.0,YouTube,58.24,Group study,3.0,7.24,3.0,54.2
3.17,27.0,87.26,60.38,0.41,4.0,Textbooks,75.35,Self-study,4.0,5.95,,50.2
4.73,10.0,90.67,62.26,0.48,3.0,YouTube,47.05,Coaching,5.0,8.45,2.0,58.1
7.22,24.0,76.22,58.52,0.53,2.0,Textbooks,67.91,Self-study,2.0,6.28,2.0,50.8
4.39,28.0,88.2,54.2,0.94,4.0,Coaching,68.05,Self-study,2.0,10.02,3.0,71.3
1.85,18.0,100.0,66.34,0.15,3.0,Textbooks,54.76,Coaching,1.0,2.26,2.0,40.1
4.21,29.0,83.2,68.39,0.59,,YouTube,54.89,Self-study,2.0,5.37,1.0,58.3
6.34,27.0,80.55,64.75,0.29,5.0,YouTube,57.84,,4.0,2.03,5.0,47.2
3.77,9.0,86.06,93.72,0.77,2.0,Textbooks,66.0,Self-study,4.0,3.13,4.0,61.8
,0.0,77.0,89.85,0.39,1.0,Notes,55.97,Self-study,,2.06,4.0,50.3
,26.0,72.94,67.7,0.1,4.0,YouTube,69.44,Group study,3.0,0.0,3.0,40.2
3.94,17.0,94.27,74.51,0.54,3.0,YouTube,,Coaching,2.0,4.45,3.0,66.3
3.1,23.0,86.61,84.62,0.75,3.0,YouTube,70.96,Self-study,4.0,4.52,4.0,58.4
5.73,2.0,82.29,46.79,0.15,2.0,YouTube,45.11,Coaching,4.0,2.58,3.0,47.0
4.07,21.0,71.07,45.77,0.49,4.0,Textbooks,68.09,Self-study,3.0,3.32,4.0,48.4
4.16,6.0,77.06,48.4,0.16,1.0,Textbooks,81.07,Self-study,3.0,6.19,3.0,36.2
0.68,27.0,76.47,78.39,0.23,1.0,YouTube,53.88,Self-study,3.0,4.88,3.0,41.2
,23.0,94.96,80.99,0.67,1.0,Notes,66.4,Self-study,3.0,5.41,,69.0
1.72,27.0,92.28,65.47,0.79,1.0,Notes,70.21,Self-study,3.0,6.22,3.0,70.2
6.12,23.0,84.24,78.96,0.1,3.0,YouTube,,,4.0,9.79,2.0,58.1
2.83,20.0,95.55,94.51,0.55,5.0,YouTube,57.15,Self-study,3.0,8.13,4.0,58.4
5.97,19.0,76.43,43.44,0.22,3.0,Coaching,80.53,Group study,2.0,6.51,3.0,46.7
4.17,14.0,100.0,77.98,0.28,3.0,Notes,82.34,Coaching,,9.35,4.0,54.7
4.64,25.0,81.07,83.71,0.13,1.0,Coaching,59.99,Coaching,3.0,,2.0,46.9
3.52,35.0,87.15,65.22,,3.0,YouTube,72.99,Group study,2.0,3.04,1.0,55.4
3.08,3.0,77.82,33.91,0.47,4.0,YouTube,71.58,Coaching,4.0,9.1,4.0,37.8
3.78,21.0,79.08,79.31,0.36,3.0,Coaching,60.85,Coaching,3.0,7.85,3.0,43.0
2.22,15.0,100.0,95.52,0.28,2.0,Notes,63.74,Self-study,5.0,1.82,2.0,59.8
3.59,26.0,70.22,74.83,0.65,3.0,,68.98,Coaching,3.0,6.82,3.0,72.7
2.48,29.0,73.0,58.86,0.11,2.0,YouTube,71.47,Group study,3.0,3.05,2.0,41.6
3.47,28.0,76.4,86.43,0.41,5.0,Notes,77.6,Self-study,4.0,6.87,2.0,58.8
3.98,17.0,80.32,79.51,0.3,5.0,Notes,81.23,Self-study,1.0,8.59,4.0,49.7
2.06,26.0,73.05,70.11,0.61,,Textbooks,57.35,Self-study,3.0,3.91,2.0,60.4
3.35,12.0,64.8,54.17,0.68,5.0,Textbooks,70.79,Group study,3.0,4.36,4.0,41.4
2.44,24.0,85.67,,0.77,4.0,YouTube,68.28,Self-study,4.0,8.06,5.0,60.2
4.32,43.0,83.59,86.05,0.69,3.0,Textbooks,67.07,Self-study,4.0,6.62,3.0,83.1
2.92,35.0,86.31,86.31,0.46,3.0,Notes,74.06,Coaching,3.0,2.77,3.0,65.3
3.6,18.0,92.24,68.47,0.38,3.0,YouTube,77.62,Group study,3.0,0.0,1.0,65.7
1.13,33.0,100.0,70.45,0.38,1.0,,79.61,Coaching,2.0,11.22,5.0,58.6
,35.0,95.13,73.69,0.77,3.0,Coaching,51.51,,3.0,1.36,1.0,69.1
3.84,32.0,99.32,84.67,0.17,5.0,Coaching,66.67,Self-study,3.0,,2.0,51.6
3.5,19.0,78.09,66.09,0.45,5.0,Textbooks,66.39,Group study,3.0,0.11,4.0,46.3
0.18,18.0,,79.84,0.94,4.0,Notes,77.12,Self-study,4.0,4.1,5.0,66.6
4.79,38.0,93.93,66.67,0.72,4.0,Coaching,55.1,Self-study,2.0,8.89,4.0,73.9
4.12,18.0,91.01,76.45,0.43,4.0,Textbooks,48.61,Self-study,3.0,8.74,1.0,52.7
5.06,34.0,66.21,87.91,0.79,4.0,YouTube,,Self-study,3.0,2.13,2.0,79.3
4.5,19.0,83.47,55.44,0.3,4.0,Textbooks,92.36,Self-study,4.0,4.82,3.0,60.4
3.31,29.0,92.7,71.73,0.17,4.0,Notes,52.6,Self-study,3.0,0.0,2.0,40.6
3.22,25.0,77.89,58.88,0.57,3.0,Notes,65.84,Group study,3.0,3.97,3.0,64.0
2.52,20.0,82.37,72.99,0.43,2.0,Coaching,79.01,Self-study,3.0,4.02,1.0,57.5
1.43,8.0,70.87,80.35,0.56,4.0,Textbooks,83.73,Coaching,3.0,6.75,2.0,61.8
4.99,8.0,94.03,68.82,0.56,3.0,Textbooks,83.36,Group study,3.0,5.38,2.0,81.4
3.06,23.0,99.85,,0.74,3.0,Textbooks,78.91,Self-study,5.0,3.9,1.0,87.9
5.08,20.0,100.0,56.0,0.95,2.0,Textbooks,63.56,Group study,3.0,11.82,3.0,76.4
1.47,7.0,88.77,83.26,0.81,4.0,Notes,92.94,,3.0,1.55,4.0,67.6
4.53,27.0,99.59,94.82,0.43,4.0,YouTube,82.42,Coaching,4.0,4.67,2.0,63.0
2.88,21.0,87.95,54.66,0.2,2.0,YouTube,68.9,Self-study,4.0,7.4,2.0,48.4
4.55,22.0,77.62,84.61,,3.0,Coaching,60.17,Self-study,3.0,2.61,3.0,52.5
3.94,32.0,68.46,47.9,0.24,5.0,Notes,65.78,Self-study,5.0,6.2,4.0,37.0
2.16,32.0,,80.4,0.48,5.0,YouTube,65.94,Coaching,3.0,0.77,4.0,56.2
3.47,28.0,85.67,91.11,0.38,4.0,YouTube,71.2,Self-study,3.0,,,58.0
2.54,28.0,81.92,65.36,0.57,1.0,Coaching,,Self-study,3.0,3.46,3.0,67.1
2.86,27.0,79.68,91.57,0.42,1.0,Textbooks,61.46,Group study,3.0,3.9,2.0,59.8
2.81,20.0,81.86,69.22,0.29,3.0,YouTube,84.45,Self-study,3.0,4.6,1.0,47.2
3.17,21.0,88.43,81.41,0.65,3.0,Notes,51.79,Coaching,3.0,4.32,5.0,64.3
3.07,26.0,78.17,76.91,0.33,3.0,Notes,54.01,Self-study,4.0,5.96,3.0,52.8
5.57,22.0,64.29,70.19,0.26,4.0,YouTube,80.17,Self-study,3.0,3.02,2.0,46.4
4.49,8.0,93.55,33.71,0.34,1.0,Notes,77.37,Self-study,4.0,2.97,3.0,57.4
3.17,20.0,86.31,,0.35,1.0,Textbooks,52.37,Self-study,3.0,7.63,3.0,53.4
3.58,0.0,91.36,43.4,0.87,2.0,Notes,70.39,Coaching,3.0,6.1,2.0,46.1
5.87,6.0,94.58,57.84,0.43,3.0,Textbooks,85.05,Self-study,5.0,3.55,3.0,65.7
5.62,13.0,69.64,100.0,0.57,2.0,Textbooks,68.13,Coaching,3.0,7.07,3.0,61.3
2.81,19.0,77.12,69.24,0.15,4.0,Coaching,76.47,,5.0,6.25,5.0,38.1
3.64,4.0,83.06,70.83,0.43,5.0,Notes,79.66,Coaching,5.0,7.09,1.0,60.9
5.98,29.0,93.73,85.81,0.45,2.0,Notes,75.41,Coaching,2.0,0.0,1.0,71.8
1.55,33.0,73.4,73.54,0.37,3.0,Coaching,62.87,Group study,4.0,2.3,5.0,52.5
4.46,16.0,78.65,60.83,0.38,3.0,Coaching,69.89,Coaching,5.0,3.23,2.0,58.4
2.78,18.0,79.92,46.07,0.51,3.0,YouTube,81.69,Group study,3.0,2.62,4.0,45.3
2.58,9.0,75.59,64.77,0.25,3.0,Notes,83.49,Group study,5.0,5.24,4.0,36.0
2.71,8.0,100.0,71.22,0.53,1.0,Notes,75.46,Coaching,3.0,4.38,2.0,60.1
5.11,26.0,80.41,60.91,0.4,2.0,YouTube,64.38,Self-study,,2.75,3.0,59.1
4.29,15.0,74.17,70.65,0.36,2.0,YouTube,75.96,Group study,4.0,7.01,5.0,48.4
1.7,24.0,84.33,74.08,0.5,3.0,Coaching,58.61,Coaching,4.0,5.38,4.0,52.9
3.8,40.0,79.16,81.17,0.17,2.0,Textbooks,40.37,Self-study,3.0,11.65,3.0,47.4
3.86,1.0,97.55,61.03,0.5,3.0,YouTube,62.68,Group study,5.0,5.49,3.0,59.9
,13.0,89.93,70.1,0.87,3.0,,63.32,Self-study,4.0,9.27,3.0,64.1
4.93,17.0,78.06,75.65,0.58,3.0,Textbooks,70.26,Coaching,3.0,8.88,3.0,63.9
2.79,27.0,73.65,69.18,0.53,4.0,YouTube,71.62,Self-study,3.0,,5.0,49.0
3.02,39.0,86.81,65.79,0.71,3.0,YouTube,45.36,Coaching,3.0,7.85,3.0,61.1
4.43,14.0,82.43,65.19,0.82,1.0,Textbooks,90.87,Self-study,2.0,1.13,5.0,74.2
2.11,32.0,,60.58,0.21,4.0,YouTube,58.25,Self-study,4.0,5.03,,54.7
2.54,13.0,97.84,73.57,0.75,3.0,Notes,56.5,Coaching,4.0,1.35,4.0,53.4
1.98,33.0,91.23,57.66,0.19,2.0,Coaching,95.06,Self-study,4.0,8.21,4.0,53.0
4.04,22.0,100.0,89.74,0.78,4.0,Notes,50.43,Self-study,3.0,4.87,3.0,74.4
3.24,26.0,82.12,64.86,0.78,3.0,Coaching,62.03,Self-study,,3.06,3.0,60.8
3.3,38.0,82.95,66.74,0.5,2.0,Coaching,85.34,Self-study,3.0,10.83,,68.1
3.49,22.0,75.25,69.29,0.7,3.0,Textbooks,96.52,Coaching,4.0,7.06,1.0,72.1
0.43,21.0,75.32,66.99,0.54,3.0,Notes,57.92,Self-study,3.0,1.11,2.0,41.5
3.77,0.0,81.01,50.68,0.1,2.0,Textbooks,73.8,Group study,4.0,6.95,2.0,43.0
6.04,7.0,77.78,82.85,0.41,3.0,YouTube,59.92,Self-study,4.0,10.41,3.0,59.7
4.52,23.0,,92.21,0.15,1.0,Textbooks,54.5,Self-study,4.0,4.3,3.0,55.5
2.68,19.0,86.55,64.73,0.51,3.0,Textbooks,70.23,Coaching,3.0,4.79,3.0,45.8
4.47,27.0,,65.31,0.43,3.0,Textbooks,72.93,Self-study,1.0,2.19,3.0,56.2
0.84,19.0,74.7,29.83,0.34,4.0,Coaching,63.54,Group study,4.0,4.23,2.0,39.5
5.25,13.0,91.69,51.68,0.31,3.0,YouTube,67.84,Self-study,1.0,4.92,5.0,37.7
5.56,32.0,76.4,52.3,0.89,4.0,YouTube,66.19,Group study,,4.83,4.0,72.9
4.17,18.0,100.0,89.31,0.18,2.0,YouTube,57.55,Self-study,3.0,10.66,3.0,45.4
2.98,23.0,88.43,84.7,0.1,2.0,YouTube,67.12,Self-study,3.0,7.65,2.0,47.9
5.71,7.0,95.4,72.64,0.92,5.0,Coaching,46.16,Self-study,5.0,2.66,3.0,68.3
2.73,16.0,71.54,93.97,0.7,2.0,Textbooks,75.94,Self-study,3.0,6.56,3.0,69.0
5.79,14.0,81.85,87.32,0.18,2.0,Textbooks,50.31,,4.0,3.98,,42.4
4.57,33.0,90.95,86.52,0.24,4.0,Notes,71.59,Group study,3.0,8.44,2.0,55.8
2.06,21.0,84.94,100.0,0.82,2.0,YouTube,55.21,Self-study,5.0,7.25,5.0,71.6
1.53,5.0,100.0,34.77,0.19,4.0,YouTube,71.63,Self-study,3.0,3.69,4.0,35.9
5.82,5.0,81.76,48.95,0.63,1.0,YouTube,81.45,Group study,3.0,1.56,5.0,54.5
3.18,,80.8,72.0,0.57,4.0,Textbooks,65.37,Coaching,3.0,,3.0,50.1
4.93,18.0,81.95,71.9,,2.0,Textbooks,59.66,Coaching,3.0,5.98,2.0,50.6
1.26,7.0,89.57,67.55,0.61,3.0,Coaching,58.51,Coaching,4.0,0.0,1.0,56.8
0.68,20.0,75.5,99.03,0.16,1.0,Textbooks,65.41,Self-study,4.0,9.93,2.0,44.6
4.94,14.0,71.92,68.77,0.3,3.0,YouTube,72.84,Self-study,3.0,4.61,1.0,54.5
1.97,11.0,99.77,84.05,0.83,3.0,Textbooks,63.03,Coaching,4.0,5.04,3.0,75.5
3.82,15.0,100.0,79.17,0.54,2.0,Textbooks,75.63,Self-study,4.0,1.1,3.0,71.0
3.17,15.0,85.27,48.27,0.5,2.0,YouTube,60.87,Self-study,4.0,6.32,4.0,49.7
2.86,26.0,100.0,55.9,0.67,2.0,Notes,48.91,Self-study,4.0,11.16,4.0,66.7
4.59,18.0,96.91,56.95,0.3,3.0,YouTube,78.71,Coaching,2.0,4.57,5.0,57.6
3.96,34.0,80.71,77.96,0.15,5.0,YouTube,51.59,Self-study,2.0,0.24,1.0,47.4
4.71,,79.19,43.62,0.57,1.0,YouTube,85.24,Group study,2.0,1.31,3.0,61.9
5.26,17.0,91.88,87.87,0.38,3.0,Coaching,78.39,Self-study,3.0,0.0,4.0,62.9
6.82,27.0,84.25,61.31,,4.0,YouTube,69.28,Coaching,4.0,6.13,3.0,67.1
7.02,0.0,100.0,67.37,0.72,4.0,Coaching,92.04,,4.0,0.0,3.0,74.6
2.91,23.0,89.16,79.14,0.87,3.0,Textbooks,72.75,Group study,5.0,7.97,3.0,85.3
2.38,18.0,91.21,65.88,0.15,2.0,YouTube,72.28,Self-study,3.0,0.0,3.0,50.0
3.05,1.0,85.3,71.77,0.53,5.0,Coaching,71.4,Group study,3.0,11.55,3.0,52.9
4.65,24.0,99.61,52.29,0.46,2.0,YouTube,60.2,Self-study,4.0,6.52,3.0,64.5
4.58,22.0,97.44,74.19,0.58,3.0,YouTube,51.5,Coaching,3.0,2.32,2.0,69.1
2.62,23.0,86.19,84.55,,2.0,Textbooks,56.92,Self-study,3.0,4.5,3.0,68.6
2.71,37.0,74.58,87.75,0.83,2.0,Textbooks,66.02,Coaching,3.0,7.95,3.0,71.4
4.09,,82.31,66.3,0.29,3.0,Textbooks,96.25,Coaching,4.0,4.92,3.0,59.2
3.63,21.0,98.31,45.19,0.62,3.0,Coaching,57.14,Self-study,5.0,8.22,5.0,55.4
3.7,16.0,81.49,63.07,0.25,3.0,Notes,67.02,Self-study,4.0,5.28,4.0,36.6
5.53,38.0,75.17,72.84,0.63,1.0,Coaching,82.66,Self-study,5.0,0.75,4.0,81.6
2.16,8.0,66.74,100.0,,2.0,YouTube,65.52,Self-study,,3.53,4.0,55.5
2.66,22.0,76.77,55.46,0.29,4.0,Notes,81.78,Self-study,4.0,0.51,4.0,51.5
2.48,29.0,88.48,78.07,0.28,3.0,YouTube,55.58,Self-study,1.0,0.0,2.0,41.0
3.13,41.0,91.27,73.56,0.7,5.0,Textbooks,72.17,Self-study,2.0,8.48,3.0,63.3
4.85,0.0,81.3,68.48,0.22,2.0,YouTube,60.36,Self-study,3.0,6.33,4.0,39.3
5.51,38.0,85.64,56.48,0.41,1.0,YouTube,66.49,Self-study,4.0,3.54,4.0,73.5
2.79,28.0,95.26,83.45,0.75,3.0,Textbooks,61.07,Group study,4.0,,3.0,80.0
4.94,26.0,76.5,84.41,0.1,2.0,Textbooks,70.11,Group study,3.0,8.17,4.0,49.1
7.34,9.0,63.39,48.62,0.72,2.0,YouTube,90.29,Self-study,3.0,8.02,4.0,65.5
2.78,24.0,84.09,69.8,0.88,3.0,Textbooks,78.96,Self-study,3.0,5.77,3.0,73.8
4.54,20.0,62.96,59.3,0.22,5.0,Coaching,76.52,Group study,4.0,1.16,4.0,46.6
4.82,22.0,75.41,69.19,0.72,5.0,YouTube,55.11,Group study,3.0,4.93,4.0,67.7
2.49,30.0,85.18,67.39,0.62,3.0,YouTube,58.48,Self-study,4.0,3.1,3.0,61.4
2.9,34.0,77.86,57.16,0.35,3.0,Coaching,59.14,Group study,1.0,10.27,3.0,46.0
2.96,13.0,98.64,77.8,0.63,2.0,Notes,75.38,Group study,4.0,3.35,4.0,60.7
2.58,14.0,72.97,51.36,0.45,2.0,Notes,66.1,Coaching,4.0,8.71,3.0,41.9
2.71,17.0,94.38,77.16,0.72,4.0,Notes,54.05,Coaching,3.0,6.29,2.0,65.4
4.25,30.0,75.26,53.85,0.48,3.0,YouTube,43.98,,,4.34,2.0,44.3
1.43,26.0,78.79,59.52,0.54,5.0,Notes,62.58,Self-study,2.0,3.05,3.0,44.6
0.44,19.0,94.13,75.88,0.19,2.0,YouTube,70.31,Coaching,5.0,9.57,5.0,47.4
3.36,16.0,95.39,58.97,0.78,3.0,Coaching,78.91,Coaching,3.0,8.43,2.0,67.1
4.58,41.0,78.37,75.79,0.58,1.0,Coaching,60.48,Self-study,,7.52,2.0,67.7
3.91,3.0,85.04,79.1,,3.0,YouTube,72.78,Coaching,3.0,6.05,3.0,56.4
3.16,29.0,92.27,69.18,0.65,5.0,Notes,69.55,Coaching,4.0,7.7,4.0,51.7
4.57,26.0,89.7,94.94,0.22,3.0,Textbooks,63.82,Self-study,2.0,4.42,1.0,52.1
3.7,,84.62,58.26,0.59,3.0,Textbooks,77.22,Self-study,3.0,5.74,3.0,52.3
1.28,14.0,85.3,65.57,0.32,3.0,Coaching,,Group study,5.0,10.9,2.0,47.3
1.19,28.0,89.78,74.41,0.3,1.0,Notes,52.45,Self-study,4.0,7.22,3.0,45.8
4.46,22.0,88.93,69.5,0.73,4.0,Coaching,78.44,Self-study,3.0,0.0,3.0,66.8
5.69,8.0,76.93,84.44,0.72,3.0,Notes,77.23,Group study,,5.68,1.0,67.2
5.22,35.0,81.41,76.61,0.67,3.0,Coaching,88.2,Coaching,4.0,6.33,2.0,77.8
4.56,16.0,84.68,29.9,0.44,5.0,Coaching,58.75,Group study,3.0,5.1,2.0,39.2
2.68,5.0,77.46,75.41,0.26,2.0,Textbooks,57.7,Group study,5.0,0.74,4.0,44.4
3.33,2.0,85.88,81.71,0.62,3.0,Coaching,,Self-study,2.0,1.66,3.0,53.3
0.74,27.0,90.43,81.92,0.72,4.0,Textbooks,66.65,Self-study,4.0,0.95,3.0,64.2
3.37,11.0,82.04,100.0,0.28,3.0,Coaching,70.33,Self-study,2.0,6.3,3.0,46.8
2.48,26.0,82.37,55.61,0.88,4.0,Textbooks,86.81,Coaching,,1.6,3.0,66.4
2.61,23.0,61.47,70.09,0.15,2.0,Notes,31.85,Self-study,2.0,1.99,2.0,27.3
2.16,24.0,70.54,67.04,0.86,2.0,YouTube,51.42,,2.0,6.17,3.0,54.7
3.82,22.0,80.82,82.75,0.63,3.0,YouTube,65.3,Self-study,3.0,2.42,3.0,67.3
3.57,12.0,72.82,48.35,0.46,2.0,Notes,100.0,Group study,4.0,2.27,3.0,62.1
1.93,19.0,77.34,77.11,0.7,1.0,Coaching,60.09,Self-study,2.0,4.47,5.0,51.9
7.11,9.0,81.49,47.3,0.28,2.0,YouTube,85.31,Self-study,4.0,5.51,5.0,46.0
3.71,2.0,81.77,66.69,0.69,3.0,Notes,32.51,Self-study,3.0,3.11,2.0,48.4
6.3,31.0,100.0,60.5,0.36,3.0,Coaching,87.17,Coaching,4.0,2.77,3.0,64.8
3.56,1.0,69.68,100.0,0.75,4.0,Notes,61.48,Coaching,4.0,4.98,3.0,71.4
2.82,18.0,78.42,54.01,0.18,1.0,YouTube,84.96,,3.0,,3.0,53.1
2.12,27.0,78.36,78.09,0.5,4.0,Textbooks,79.28,Group study,4.0,5.13,,60.5
4.96,,79.15,66.08,0.3,,Coaching,61.14,Coaching,3.0,0.0,4.0,45.0
3.85,11.0,83.78,57.67,0.71,5.0,Notes,64.59,Coaching,2.0,5.1,2.0,57.0
6.06,4.0,87.65,74.32,0.73,2.0,Textbooks,68.59,Self-study,5.0,6.77,3.0,85.9
1.4,27.0,92.97,74.35,0.72,2.0,Notes,51.3,Self-study,4.0,2.84,2.0,64.3
,26.0,82.79,91.43,0.78,3.0,Notes,85.52,,4.0,3.27,2.0,89.7
3.54,25.0,81.83,81.4,0.28,3.0,Textbooks,60.13,Coaching,4.0,0.0,3.0,40.8
1.5,16.0,90.62,64.22,0.32,3.0,Textbooks,54.42,Coaching,3.0,5.94,2.0,45.1
2.45,32.0,93.21,75.77,0.31,4.0,Notes,92.99,Self-study,3.0,3.78,3.0,56.1
